play_id,committing,disadvantaged,decision,committing_position,disadvantaged_position
608,Alexis Ajinca,PJ Tucker,CNC,C,F
609,Dante Cunningham,Marcus Morris,CNC,F,F
610,Markieff Morris,Norris Cole,CNC,F,G
612,Tyreke Evans,Marcus Morris,CNC,G-F,F
613,Markieff Morris,Dante Cunningham,CNC,F,F
614,Quincy Pondexter,PJ Tucker,INC,F,F
615,Alexis Ajinca,Marcus Morris,CNC,C,F
616,Marcus Morris,Tyreke Evans,CNC,F,G-F
618,Eric Bledsoe,Alexis Ajinca,INC,G,C
619,Tyreke Evans,PJ Tucker,CC,G-F,F
620,Bojan Bogdanovic,Khris Middleton,INC,F,F
622,Brook Lopez,Giannis Antetokounmpo,CNC,C,F
623,Thaddeus Young,Giannis Antetokounmpo,INC,F,F
624,Brook Lopez,Michael Carter-Williams,CNC,C,G
625,Brook Lopez,Khris Middleton,CNC,C,F
626,Michael Carter-Williams,Jarrett Jack,CNC,G,G
627,Joe Johnson,Giannis Antetokounmpo,CC,G-F,F
628,Joe Johnson,Giannis Antetokounmpo,CNC,G-F,F
629,Zaza Pachulia,Joe Johnson,CNC,C,G-F
630,Zaza Pachulia,Alan Anderson,CNC,C,F-G
631,Thaddeus Young,Ersan Ilyasova,CNC,F,F
632,Giannis Antetokounmpo,Joe Johnson,CNC,F,G-F
633,Brook Lopez,Zaza Pachulia,CNC,C,C
634,Alan Anderson,Ersan Ilyasova,CC,F-G,F
636,Jarrett Jack,Giannis Antetokounmpo,CC,G,F
637,Ersan Ilyasova,Brook Lopez,CNC,F,C
638,Bojan Bogdanovic,Giannis Antetokounmpo,CNC,F,F
639,Khris Middleton,Joe Johnson,CNC,F,G-F
640,Deron Williams,Khris Middleton,CC,G,F
641,Deron Williams,Michael Carter-Williams,CC,G,G
642,Brook Lopez,Michael Carter-Williams,CNC,C,G
643,Brook Lopez,Giannis Antetokounmpo,CC,C,F
644,Brook Lopez,Michael Carter-Williams,CNC,C,G
645,Thaddeus Young,Zaza Pachulia,CNC,F,C
646,Thaddeus Young,Zaza Pachulia,CNC,F,C
647,Brook Lopez,Zaza Pachulia,INC,C,C
648,Giannis Antetokounmpo,Jarrett Jack,INC,F,G
649,Jarrett Jack,Giannis Antetokounmpo,CC,G,F
650,Ersan Ilyasova,Thaddeus Young,CC,F,F
651,Giannis Antetokounmpo,Joe Johnson,CC,F,G-F
652,Brook Lopez,Giannis Antetokounmpo,INC,C,F
653,Ersan Ilyasova,Brook Lopez,CC,F,C
654,Michael Carter-Williams,Brook Lopez,CC,G,C
655,Brook Lopez,Zaza Pachulia,CC,C,C
656,Thaddeus Young,John Henson,CC,F,F-C
657,Brook Lopez,Michael Carter-Williams,CNC,C,G
658,Michael Carter-Williams,Jarrett Jack,CC,G,G
659,Giannis Antetokounmpo,Thaddeus Young,CNC,F,F
660,Bojan Bogdanovic,Giannis Antetokounmpo,CC,F,F
661,Jarrett Jack,Michael Carter-Williams,CNC,G,G
662,Khris Middleton,Thaddeus Young,CC,F,F
663,Giannis Antetokounmpo,Thaddeus Young,CC,F,F
664,Zaza Pachulia,Joe Johnson,CNC,C,G-F
665,Michael Carter-Williams,Jarrett Jack,CC,G,G
666,Jerryd Bayless,Joe Johnson,CC,G,G-F
667,CJ Miles,LeBron James,CNC,F-G,F
668,Solomon Hill,Kevin Love,INC,F,F-C
669,Kevin Love,Solomon Hill,CNC,F-C,F
670,Luis Scola,Kevin Love,CC,F,F-C
671,Kyrie Irving,Solomon Hill,CNC,G,F
672,Tristan Thompson,Roy Hibbert,CC,C-F,C
673,Kevin Love,Roy Hibbert,CNC,F-C,C
674,CJ Miles,JR Smith,CC,F-G,G
675,Avery Bradley,Reggie Jackson,CC,G,G
676,Phil Pressey,Reggie Jackson,CC,G,G
677,Tayshaun Prince,Kelly Olynyk,CNC,F,F-C
678,Kentavious Caldwell-Pope,Jae Crowder,CC,G,F
680,Gerald Wallace,Reggie Jackson,INC,F,G
681,Reggie Jackson,Evan Turner,CNC,G,G-F
682,Jae Crowder,Tayshaun Prince,CNC,F,F
684,Reggie Jackson,Evan Turner,CC,G,G-F
685,Jonas Jerebko,Kentavious Caldwell-Pope,CNC,F,G
686,Reggie Jackson,Tyler Zeller,INC,G,F-C
687,Reggie Jackson,Avery Bradley,CC,G,G
688,Kentavious Caldwell-Pope,Jonas Jerebko,CNC,G,F
689,Andre Drummond,Kelly Olynyk,CC,C,F-C
690,Kentavious Caldwell-Pope,Jae Crowder,CC,G,F
691,Reggie Jackson,Kelly Olynyk,CC,G,F-C
692,Avery Bradley,Reggie Jackson,CNC,G,G
693,Kentavious Caldwell-Pope,Jae Crowder,CNC,G,F
694,Evan Turner,Reggie Jackson,CC,G-F,G
695,Avery Bradley,Reggie Jackson,CC,G,G
696,Jonas Jerebko,Tayshaun Prince,CC,F,F
697,Evan Turner,Reggie Jackson,INC,G-F,G
698,Jonas Jerebko,Jodie Meeks,CC,F,G
699,Jonas Jerebko,Reggie Jackson,CC,F,G
700,Brandon Bass,Reggie Jackson,CNC,F,G
702,Anthony Tolliver,Evan Turner,CC,F,G-F
703,Evan Turner,Kentavious Caldwell-Pope,CC,G-F,G
704,PJ Tucker,Monta Ellis,CNC,F,G
705,Markieff Morris,Chandler Parsons,CNC,F,F
706,Rajon Rondo,Markieff Morris,CC,G,F
707,Tyson Chandler,PJ Tucker,INC,C,F
709,Monta Ellis,PJ Tucker,INC,G,F
711,Tyson Chandler,Archie Goodwin,INC,C,G
712,Archie Goodwin,Tyson Chandler,IC,G,C
713,PJ Tucker,Tyson Chandler,INC,F,C
714,Al-Farouq Aminu,Alex Len,INC,F,C
715,Alex Len,Al-Farouq Aminu,INC,C,F
717,Tyson Chandler,Markieff Morris,CNC,C,F
718,PJ Tucker,Monta Ellis,CNC,F,G
719,Monta Ellis,Eric Bledsoe,CC,G,G
720,Alex Len,Tyson Chandler,CC,C,C
721,Rajon Rondo,Eric Bledsoe,CNC,G,G
722,Rajon Rondo,Eric Bledsoe,CC,G,G
723,Elijah Millsap,Andrew Wiggins,CNC,G-F,F
724,Gorgui Dieng,Rudy Gobert,CC,C,C
726,Trey Burke,Zach LaVine,CC,G,G-F
727,Lorenzo Brown,Trey Burke,CNC,G,G
728,Zach LaVine,Elijah Millsap,CC,G-F,G-F
729,Lorenzo Brown,Trey Burke,CC,G,G
730,Derrick Favors,Lorenzo Brown,CNC,F,G
731,Gorgui Dieng,Trey Burke,CNC,C,G
732,Derrick Favors,Lorenzo Brown,CC,F,G
733,Gorgui Dieng,Rudy Gobert,CC,C,C
734,Lorenzo Brown,Trey Burke,CC,G,G
735,Rudy Gobert,Lorenzo Brown,INC,C,G
736,Lorenzo Brown,Rudy Gobert,CC,G,C
737,Chase Budinger,Derrick Favors,CC,F,F
738,Joe Ingles,Andrew Wiggins,CC,F-G,F
739,Derrick Favors,Gorgui Dieng,CNC,F,C
740,Gorgui Dieng,Derrick Favors,CC,C,F
741,Derrick Favors,Gorgui Dieng,CC,F,C
743,Derrick Favors,Zach LaVine,CNC,F,G-F
745,Chase Budinger,Derrick Favors,CNC,F,F
747,Elijah Millsap,Zach LaVine,CNC,G-F,G-F
748,Rudy Gobert,Gorgui Dieng,CC,C,C
750,Chase Budinger,Trey Burke,CC,F,G
751,Joe Ingles,Sean Kilpatrick,CC,F-G,G
752,Elijah Millsap,Zach LaVine,CC,G-F,G-F
753,Kentavious Caldwell-Pope,Patrick Patterson,CNC,G,F
754,Andre Drummond,Patrick Patterson,CNC,C,F
755,Anthony Tolliver,Patrick Patterson,CC,F,F
756,Greivis Vasquez,Reggie Jackson,CC,G,G
757,DeMar DeRozan,Reggie Jackson,CC,G-F,G
759,Greivis Vasquez,Kentavious Caldwell-Pope,INC,G,G
761,Andre Drummond,DeMar DeRozan,CNC,C,G-F
762,Patrick Patterson,Andre Drummond,CC,F,C
763,Amir Johnson,Kentavious Caldwell-Pope,CNC,C-F,G
764,Andre Drummond,DeMar DeRozan,CNC,C,G-F
765,Patrick Patterson,Jodie Meeks,CC,F,G
767,Goran Dragic,Zaza Pachulia,CNC,G,C
769,Jerryd Bayless,Dwyane Wade,CC,G,G
771,Udonis Haslem,Khris Middleton,CNC,F,F
772,Henry Walker,Ersan Ilyasova,CC,F,F
773,Giannis Antetokounmpo,Michael Beasley,CNC,F,F
774,Michael Beasley,Jerryd Bayless,CNC,F,G
776,Nerlens Noel,DeMarcus Cousins,CC,C-F,C
777,Ray McCallum,Ish Smith,CNC,G,G
778,Robert Covington,Derrick Williams,CC,F,F
779,Rudy Gay,Isaiah Canaan,CC,F-G,G
780,Robert Covington,Rudy Gay,CC,F,F-G
781,DeMarcus Cousins,Nerlens Noel,INC,C,C-F
782,Nerlens Noel,DeMarcus Cousins,INC,C-F,C
783,DeMarcus Cousins,Robert Covington,CC,C,F
784,Nerlens Noel,DeMarcus Cousins,CNC,C-F,C
785,Nerlens Noel,DeMarcus Cousins,CNC,C-F,C
786,DeMarcus Cousins,Nerlens Noel,CNC,C,C-F
787,DeMarcus Cousins,Hollis Thompson,CNC,C,G-F
788,Michael Kidd-Gilchrist,Joe Johnson,CNC,F,G-F
789,Deron Williams,Kemba Walker,CNC,G,G
790,Gerald Henderson,Alan Anderson,CNC,G,F-G
791,Al Jefferson,Brook Lopez,CC,C,C
792,Alan Anderson,Gerald Henderson,CNC,F-G,G
793,Jarrett Jack,Kemba Walker,CNC,G,G
794,Jarrett Jack,Kemba Walker,INC,G,G
795,Gerald Henderson,Deron Williams,CC,G,G
796,Jarrett Jack,Kemba Walker,CC,G,G
797,Michael Kidd-Gilchrist,Deron Williams,CC,F,G
800,Jerami Grant,Wilson Chandler,CNC,F,F
801,Wilson Chandler,Jerami Grant,CNC,F,F
802,Wilson Chandler,Nerlens Noel,INC,F,C-F
803,Wilson Chandler,Nerlens Noel,CC,F,C-F
804,Kenneth Faried,Isaiah Canaan,CC,F-C,G
805,Jerami Grant,Wilson Chandler,CNC,F,F
806,Randy Foye,Isaiah Canaan,CC,G,G
808,Randy Foye,Isaiah Canaan,CC,G,G
809,JaKarr Sampson,Wilson Chandler,CNC,F,F
810,Kenneth Faried,Robert Covington,CC,F-C,F
813,Gorgui Dieng,Jordan Clarkson,CNC,C,G
814,Jordan Clarkson,Zach LaVine,CC,G,G-F
815,Tarik Black,Sean Kilpatrick,CNC,F-C,G
816,Gorgui Dieng,Jordan Clarkson,CC,C,G
817,Lorenzo Brown,Wayne Ellington,CNC,G,G
818,Wayne Ellington,Andrew Wiggins,CC,G,F
819,Andrew Wiggins,Tarik Black,CC,F,F-C
821,Wayne Ellington,Andrew Wiggins,CC,G,F
823,Wayne Ellington,Andrew Wiggins,CC,G,F
826,Lorenzo Brown,Jordan Clarkson,CC,G,G
829,Wayne Ellington,Chase Budinger,INC,G,F
831,Zach LaVine,Jordan Clarkson,CC,G-F,G
832,Jordan Clarkson,Andrew Wiggins,INC,G,F
833,Joe Ingles,LaMarcus Aldridge,INC,F-G,C-F
834,Joe Ingles,Damian Lillard,CC,F-G,G
835,Trey Burke,Allen Crabbe,INC,G,G-F
836,LaMarcus Aldridge,Elijah Millsap,CNC,C-F,G-F
837,Derrick Favors,Damian Lillard,CC,F,G
838,Rudy Gobert,Allen Crabbe,CNC,C,G-F
839,LaMarcus Aldridge,Trey Burke,CNC,C-F,G
840,Dorell Wright,Joe Ingles,CNC,F-G,F-G
843,Arron Afflalo,Joe Ingles,CC,G,F-G
844,Joe Ingles,LaMarcus Aldridge,CC,F-G,C-F
845,Damian Lillard,Derrick Favors,CNC,G,F
846,Lavoy Allen,John Wall,CC,F-C,G
847,David West,John Wall,CNC,F,G
848,Marcin Gortat,George Hill,CNC,C,G
849,David West,Rasual Butler,CC,F,F
850,Rasual Butler,CJ Miles,CC,F,F-G
851,Marcin Gortat,George Hill,INC,C,G
852,Luis Scola,Michael Carter-Williams,CNC,F,G
853,C.J. Watson,Michael Carter-Williams,CC,G,G
854,Michael Carter-Williams,C.J. Watson,CC,G,G
856,Ersan Ilyasova,Luis Scola,CNC,F,F
857,Jerryd Bayless,CJ Miles,CC,G,F-G
859,C.J. Watson,Giannis Antetokounmpo,CC,G,F
861,Zaza Pachulia,George Hill,CNC,C,G
862,CJ Miles,Jerryd Bayless,CC,F-G,G
863,Lance Thomas,Jae Crowder,CC,F,F
864,Lance Thomas,Jae Crowder,CC,F,F
865,Isaiah Thomas,Cleanthony Early,CC,G,F
866,Langston Galloway,Marcus Smart,CC,G,G
868,Brandon Bass,Shane Larkin,CC,F,G
869,Cleanthony Early,Evan Turner,CC,F,G-F
871,Shane Larkin,Isaiah Thomas,CC,G,G
872,Avery Bradley,Cleanthony Early,CC,G,F
873,Cleanthony Early,Brandon Bass,CC,F,F
874,Langston Galloway,Avery Bradley,CC,G,G
876,LaMarcus Aldridge,Eric Bledsoe,CNC,C-F,G
877,Marcus Morris,Damian Lillard,CC,F,G
878,Marcus Morris,Nicolas Batum,INC,F,G-F
879,Markieff Morris,Nicolas Batum,CC,F,G-F
880,Alex Len,CJ McCollum,CC,C,G
881,Marcin Gortat,Kemba Walker,CNC,C,G
882,Marcin Gortat,Kemba Walker,CNC,C,G
884,John Wall,Mo Williams,CC,G,G
885,Mo Williams,John Wall,CC,G,G
886,Marcin Gortat,Kemba Walker,INC,C,G
888,Marcin Gortat,Kemba Walker,INC,C,G
890,Rasual Butler,Kemba Walker,CC,F,G
891,Rasual Butler,Jeff Taylor,CC,F,G
892,Marcin Gortat,Kemba Walker,CNC,C,G
893,Kemba Walker,Drew Gooden,CNC,G,F
895,Marvin Williams,John Wall,CNC,F,G
896,John Wall,Gerald Henderson,CNC,G,G
897,Rasual Butler,Gerald Henderson,CNC,F,G
898,Marcin Gortat,Gerald Henderson,CNC,C,G
899,Bradley Beal,Al Jefferson,CNC,G,C
900,Mo Williams,John Wall,CNC,G,G
902,Bismack Biyombo,John Wall,INC,C,G
903,Mo Williams,Drew Gooden,CC,G,F
904,Marcin Gortat,Kemba Walker,CNC,C,G
905,Marcin Gortat,Kemba Walker,CNC,C,G
906,Kemba Walker,Bradley Beal,CNC,G,G
907,Marcin Gortat,Mo Williams,CNC,C,G
908,Kemba Walker,John Wall,INC,G,G
909,Bradley Beal,Kemba Walker,CNC,G,G
910,Marcin Gortat,Mo Williams,CNC,C,G
911,Mo Williams,Bradley Beal,CNC,G,G
914,Drew Gooden,Mo Williams,CNC,F,G
916,John Wall,Al Jefferson,CC,G,C
917,Tarik Black,Brook Lopez,CC,F-C,C
918,Joe Johnson,Ryan Kelly,INC,G-F,F
919,Brook Lopez,Jordan Hill,INC,C,F-C
920,Ryan Kelly,Markel Brown,CC,F,G
921,Jordan Clarkson,Deron Williams,CC,G,G
922,Timofey Mozgov,Luc Mbah a Moute,CNC,C,F
923,Nerlens Noel,LeBron James,CNC,C-F,F
926,Matthew Dellavedova,Luc Mbah a Moute,CNC,G,F
927,Nerlens Noel,Tristan Thompson,CC,C-F,C-F
928,Tristan Thompson,Hollis Thompson,CNC,C-F,G-F
929,Nerlens Noel,Kyrie Irving,CNC,C-F,G
930,Tristan Thompson,Robert Covington,CC,C-F,F
931,Hollis Thompson,Kyrie Irving,CNC,G-F,G
932,Tristan Thompson,Nerlens Noel,CNC,C-F,C-F
934,David West,Dirk Nowitzki,CNC,F,F
935,Chandler Parsons,Roy Hibbert,CC,F,C
936,Devin Harris,Ian Mahinmi,INC,G,C
937,Chandler Parsons,CJ Miles,CNC,F,F-G
938,David West,Dirk Nowitzki,CNC,F,F
939,Tyson Chandler,Roy Hibbert,INC,C,C
940,Chandler Parsons,CJ Miles,CC,F,F-G
941,Solomon Hill,Chandler Parsons,CNC,F,F
942,George Hill,Devin Harris,INC,G,G
943,Dirk Nowitzki,CJ Miles,CC,F,F-G
944,Robert Covington,Jabari Brown,CNC,F,G
945,Ish Smith,Jabari Brown,CNC,G,G
946,Jordan Clarkson,Nerlens Noel,CNC,G,C-F
947,Jordan Hill,Ish Smith,CNC,F-C,G
948,Ish Smith,Jordan Clarkson,CC,G,G
950,Jordan Hill,Nerlens Noel,CC,F-C,C-F
952,Furkan Aldemir,Jordan Clarkson,CC,F-C,G
953,Wesley Johnson,Nerlens Noel,CNC,F-G,C-F
954,Jabari Brown,Robert Covington,CNC,G,F
956,Jordan Clarkson,JaKarr Sampson,CC,G,F
958,Wesley Johnson,Thomas Robinson,CNC,F-G,F
959,Thomas Robinson,Ryan Kelly,CC,F,F
960,Ryan Kelly,Ish Smith,CNC,F,G
961,Thomas Robinson,Jordan Clarkson,CNC,F,G
964,Josh Smith,DeMar DeRozan,CNC,F,G-F
965,Josh Smith,DeMar DeRozan,CNC,F,G-F
966,Amir Johnson,Trevor Ariza,CNC,C-F,F
967,James Harden,DeMar DeRozan,CC,G,G-F
970,James Harden,DeMar DeRozan,CNC,G,G-F
971,Terrence Ross,Trevor Ariza,CNC,G-F,F
972,Terrence Ross,Trevor Ariza,CNC,G-F,F
973,David West,Deron Williams,CNC,F,G
974,Solomon Hill,Joe Johnson,CNC,F,G-F
975,Solomon Hill,Joe Johnson,CNC,F,G-F
976,Roy Hibbert,Joe Johnson,CNC,C,G-F
978,Thaddeus Young,David West,CNC,F,F
979,Solomon Hill,Joe Johnson,CNC,F,G-F
980,David West,Jarrett Jack,INC,F,G
981,David West,Thaddeus Young,INC,F,F
982,C.J. Watson,Jarrett Jack,CC,G,G
984,Damjan Rudez,Jarrett Jack,CC,F,G
985,Chris Paul,Andre Iguodala,CNC,G,G-F
986,Andrew Bogut,DeAndre Jordan,CC,C,C
988,Matt Barnes,Andre Iguodala,CC,F,G-F
989,Klay Thompson,JJ Redick,CNC,G,G
990,Stephen Curry,Chris Paul,CNC,G,G
991,Marreese Speights,DeAndre Jordan,CNC,F-C,C
992,Blake Griffin,Marreese Speights,CNC,F,F-C
994,Marreese Speights,DeAndre Jordan,CNC,F-C,C
995,Matt Barnes,Stephen Curry,CC,F,G
997,Chris Paul,Klay Thompson,CC,G,G
998,Chris Paul,Klay Thompson,CC,G,G
999,Chris Paul,Andre Iguodala,CNC,G,G-F
1000,Ray McCallum,James Harden,CC,G,G
1001,Pablo Prigioni,Ray McCallum,CC,G,G
1002,Omri Casspi,Pablo Prigioni,CC,F,G
1003,Trevor Ariza,Jason Thompson,CC,F,F-C
1004,DeMarcus Cousins,Terrence Jones,CNC,C,F
1005,Trevor Ariza,Ben McLemore,CNC,F,G
1007,James Harden,DeMarcus Cousins,INC,G,C
1008,Jason Thompson,James Harden,CC,F-C,G
1009,DeMarcus Cousins,Trevor Ariza,CNC,C,F
1010,Terrence Jones,DeMarcus Cousins,CNC,F,C
1012,O.J. Mayo,Pau Gasol,CC,G,C-F
1014,Aaron Brooks,Michael Carter-Williams,CNC,G,G
1015,Ersan Ilyasova,Mike Dunleavy,INC,F,G-F
1016,Nikola Mirotic,Khris Middleton,CC,F,F
1017,Khris Middleton,Joakim Noah,CNC,F,F-C
1018,Joakim Noah,Giannis Antetokounmpo,CC,F-C,F
1019,Nikola Mirotic,O.J. Mayo,INC,F,G
1022,Thaddeus Young,Cleanthony Early,CNC,F,F
1023,Cleanthony Early,Brook Lopez,CNC,F,C
1024,Tyson Chandler,Russell Westbrook,CNC,C,G
1025,Anthony Morrow,Chandler Parsons,IC,G,F
1027,Monta Ellis,Anthony Morrow,CC,G,G
1028,Enes Kanter,Chandler Parsons,CNC,C,F
1029,Monta Ellis,Anthony Morrow,CNC,G,G
1030,Enes Kanter,Rajon Rondo,CNC,C,G
1032,Enes Kanter,Rajon Rondo,CNC,C,G
1033,Chandler Parsons,Russell Westbrook,CC,F,G
1034,Rajon Rondo,Russell Westbrook,CNC,G,G
1035,Devin Harris,Steven Adams,CNC,G,C
1036,Rajon Rondo,Russell Westbrook,CNC,G,G
1037,Russell Westbrook,Monta Ellis,CC,G,G
1038,James Harden,Dirk Nowitzki,CNC,G,F
1041,Corey Brewer,Dirk Nowitzki,CNC,G-F,F
1042,Devin Harris,Corey Brewer,CNC,G,G-F
1043,Devin Harris,Josh Smith,CNC,G,F
1044,Devin Harris,Trevor Ariza,CC,G,F
1045,Trevor Ariza,Monta Ellis,CNC,F,G
1046,Monta Ellis,James Harden,CC,G,G
1047,Corey Brewer,J.J. Barea,CNC,G-F,G
1048,Corey Brewer,J.J. Barea,CNC,G-F,G
1049,Devin Harris,Josh Smith,CC,G,F
1050,Andre Iguodala,T.J. Warren,CNC,G-F,F
1051,PJ Tucker,Klay Thompson,CNC,F,G
1052,Markieff Morris,Klay Thompson,CC,F,G
1053,Andrew Bogut,Archie Goodwin,CNC,C,G
1054,Andrew Bogut,Archie Goodwin,INC,C,G
1055,Andre Iguodala,Markieff Morris,CNC,G-F,F
1056,Andrew Bogut,PJ Tucker,CNC,C,F
1057,Markieff Morris,Harrison Barnes,CNC,F,F
1058,Andrew Bogut,PJ Tucker,INC,C,F
1059,Markieff Morris,Klay Thompson,CNC,F,G
1061,Klay Thompson,Eric Bledsoe,CNC,G,G
1062,Marreese Speights,Archie Goodwin,CNC,F-C,G
1063,Eric Bledsoe,Harrison Barnes,CNC,G,F
1064,Joe Johnson,DeMar DeRozan,CNC,G-F,G-F
1065,Joe Johnson,DeMar DeRozan,CNC,G-F,G-F
1067,Brook Lopez,DeMar DeRozan,CNC,C,G-F
1068,Joe Johnson,DeMar DeRozan,CNC,G-F,G-F
1069,Greivis Vasquez,Deron Williams,CNC,G,G
1070,Patrick Patterson,Thaddeus Young,CNC,F,F
1071,DeMar DeRozan,Joe Johnson,CC,G-F,G-F
1072,DeMar DeRozan,Joe Johnson,CC,G-F,G-F
1073,James Johnson,Joe Johnson,CC,F,G-F
1074,Reggie Jackson,Aaron Brooks,CNC,G,G
1075,Pau Gasol,Andre Drummond,CNC,C-F,C
1076,Andre Drummond,Aaron Brooks,CC,C,G
1077,Taj Gibson,Reggie Jackson,CNC,F,G
1078,Reggie Jackson,Taj Gibson,CNC,G,F
1079,Shawne Williams,Aaron Brooks,CNC,F,G
1080,Jimmy Butler,Reggie Jackson,CC,F,G
1081,Joakim Noah,Andre Drummond,CC,F-C,C
1082,Andre Drummond,Pau Gasol,CNC,C,C-F
1083,Andre Drummond,Pau Gasol,CC,C,C-F
1084,E'Twaun Moore,Kentavious Caldwell-Pope,CNC,G,G
1085,Andre Drummond,Nikola Mirotic,CC,C,F
1086,Steven Adams,Zach Randolph,CNC,C,F
1087,Dion Waiters,Courtney Lee,CNC,G,G
1088,Marc Gasol,Dion Waiters,CNC,C,G
1090,Jeff Green,Russell Westbrook,CC,F,G
1091,Kyle Singler,Courtney Lee,CNC,F,G
1092,Dion Waiters,Mike Conley,CNC,G,G
1093,Enes Kanter,Mike Conley,CC,C,G
1094,Anthony Morrow,Jeff Green,CC,G,F
1096,Nick Calathes,Russell Westbrook,CC,G,G
1097,Steven Adams,Courtney Lee,CC,C,G
1098,Steven Adams,Beno Udrih,CNC,C,G
1099,Ray McCallum,Omer Asik,CNC,G,C
1100,Eric Gordon,Ben McLemore,CNC,G,G
1101,Dante Cunningham,Omri Casspi,CNC,F,F
1103,Omri Casspi,Anthony Davis,CNC,F,F-C
1104,Omer Asik,DeMarcus Cousins,INC,C,C
1105,Omri Casspi,Anthony Davis,CC,F,F-C
1106,Anthony Davis,Ray McCallum,CNC,F-C,G
1107,DeMarcus Cousins,Tyreke Evans,CNC,C,G-F
1108,Omer Asik,DeMarcus Cousins,CNC,C,C
1109,Ben McLemore,Tyreke Evans,CC,G,G-F
1110,Eric Gordon,Ben McLemore,CNC,G,G
1111,Omer Asik,DeMarcus Cousins,CNC,C,C
1112,Omer Asik,DeMarcus Cousins,INC,C,C
1113,Omer Asik,DeMarcus Cousins,CNC,C,C
1114,Ben McLemore,Eric Gordon,CC,G,G
1115,Tyreke Evans,Ray McCallum,CNC,G-F,G
1117,Nik Stauskas,Tyreke Evans,CC,G,G-F
1119,Jerami Grant,Mo Williams,CNC,F,G
1120,Jerami Grant,Marvin Williams,CC,F,F
1121,Furkan Aldemir,Gerald Henderson,CNC,F-C,G
1123,Mo Williams,Ish Smith,CC,G,G
1124,Jason Maxiell,Furkan Aldemir,CNC,F,F-C
1125,Furkan Aldemir,Gerald Henderson,CNC,F-C,G
1126,Jeff Taylor,Furkan Aldemir,INC,G,F-C
1127,Tobias Harris,Michael Carter-Williams,CNC,F,G
1128,Nikola Vucevic,Zaza Pachulia,CNC,C,C
1129,Nikola Vucevic,Zaza Pachulia,INC,C,C
1130,Nikola Vucevic,Ersan Ilyasova,CC,C,F
1131,Nikola Vucevic,Zaza Pachulia,CNC,C,C
1132,Khris Middleton,Victor Oladipo,CNC,F,G
1133,Zaza Pachulia,Victor Oladipo,CNC,C,G
1134,Tobias Harris,Khris Middleton,CNC,F,F
1135,Khris Middleton,Victor Oladipo,CC,F,G
1136,Khris Middleton,Victor Oladipo,CC,F,G
1137,Nikola Vucevic,Khris Middleton,CNC,C,F
1138,PJ Tucker,Derrick Favors,CNC,F,F
1142,Dante Exum,Eric Bledsoe,CNC,G,G
1143,Eric Bledsoe,Dante Exum,CNC,G,G
1145,Derrick Favors,Markieff Morris,CC,F,F
1146,Gordon Hayward,Eric Bledsoe,CC,F,G
1147,Gerald Green,Derrick Favors,CNC,G-F,F
1148,Gordon Hayward,Eric Bledsoe,CNC,F,G
1149,Brandan Wright,Joe Ingles,CNC,F,F-G
1150,PJ Tucker,Rodney Hood,INC,F,G-F
1151,Evan Turner,DeMar DeRozan,CNC,G-F,G-F
1152,Lou Williams,Isaiah Thomas,INC,G,G
1153,Kelly Olynyk,DeMar DeRozan,CC,F-C,G-F
1154,Evan Turner,DeMar DeRozan,CNC,G-F,G-F
1155,Kelly Olynyk,Patrick Patterson,CNC,F-C,F
1156,Brandon Bass,Tyler Hansbrough,INC,F,F
1157,Kelly Olynyk,Patrick Patterson,INC,F-C,F
1158,Tyler Hansbrough,Kelly Olynyk,CC,F,F-C
1159,Avery Bradley,Lou Williams,CNC,G,G
1160,Lou Williams,Evan Turner,CNC,G,G-F
1161,Evan Turner,Patrick Patterson,CC,G-F,F
1162,Brandon Bass,Tyler Hansbrough,CC,F,F
1163,Tyler Hansbrough,Isaiah Thomas,CC,F,G
1164,Tyler Zeller,DeMar DeRozan,CC,F-C,G-F
1165,Tyler Hansbrough,Tyler Zeller,CC,F,F-C
1166,Jae Crowder,DeMar DeRozan,CNC,F,G-F
1167,Patrick Patterson,Brandon Bass,CC,F,F
1168,Jonas Valanciunas,Marcus Smart,CNC,C,G
1171,Pau Gasol,Kyrie Irving,INC,C-F,G
1172,Pau Gasol,Timofey Mozgov,CNC,C-F,C
1173,Mike Dunleavy,Timofey Mozgov,CC,G-F,C
1174,LeBron James,Nikola Mirotic,CNC,F,F
1175,Timofey Mozgov,Pau Gasol,INC,C,C-F
1176,JR Smith,Jimmy Butler,CNC,G,F
1177,Timofey Mozgov,Jimmy Butler,CC,C,F
1178,LeBron James,Mike Dunleavy,CNC,F,G-F
1179,Pau Gasol,Tristan Thompson,CNC,C-F,C-F
1180,LeBron James,Pau Gasol,CNC,F,C-F
1181,Aaron Brooks,Kyrie Irving,CC,G,G
1182,LeBron James,Pau Gasol,CNC,F,C-F
1183,Pau Gasol,Tristan Thompson,CC,C-F,C-F
1184,Jason Smith,Robert Covington,CNC,F-C,F
1185,Furkan Aldemir,Jason Smith,CC,F-C,F-C
1186,Lance Thomas,Furkan Aldemir,CNC,F,F-C
1187,Jason Smith,Hollis Thompson,CNC,F-C,G-F
1189,Nerlens Noel,Andrea Bargnani,CNC,C-F,C-F
1190,Nerlens Noel,Lance Thomas,CNC,C-F,F
1191,JaKarr Sampson,Shane Larkin,CNC,F,G
1192,Langston Galloway,Robert Covington,CNC,G,F
1193,Robert Covington,Shane Larkin,CC,F,G
